																					
	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
	HCOCDN_01120	1268237.G114_14416	1.82e-139	400.0	2CIMX@1|root,32S8A@2|Bacteria,1N3V8@1224|Proteobacteria	1224|Proteobacteria	S	EspA-like secreted protein	-	-	-	-	-	-	-	-	-	-	-	-	EspA
	HCOCDN_01121	1268237.G114_14411	1.76e-79	239.0	COG0457@1|root,COG0457@2|Bacteria,1QUV1@1224|Proteobacteria,1T21Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	lcrH_SycD type III secretion low calcium response chaperone LcrH SycD	-	-	-	ko:K15368	-	-	-	-	ko00000	-	-	-	-
	HCOCDN_01122	1268237.G114_14406	9.23e-174	504.0	COG5613@1|root,COG5613@2|Bacteria,1R41R@1224|Proteobacteria,1S131@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Secretion system effector C (SseC) like family	sseC	-	-	ko:K15345	ko05132,map05132	-	-	-	ko00000,ko00001,ko02000	1.C.36.5	-	-	SseC
	HCOCDN_01143	243365.CV_0342	6.44e-80	243.0	COG3778@1|root,COG3778@2|Bacteria,1N3CF@1224|Proteobacteria,2VSEE@28216|Betaproteobacteria,2KRA4@206351|Neisseriales	206351|Neisseriales	S	Uncharacterised protein conserved in bacteria (DUF2313)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2313
	HCOCDN_01144	557598.LHK_01145	8.13e-145	420.0	COG3299@1|root,COG3299@2|Bacteria,1PYEJ@1224|Proteobacteria,2VRSP@28216|Betaproteobacteria,2KQPZ@206351|Neisseriales	206351|Neisseriales	S	Baseplate J-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
	HCOCDN_01145	557598.LHK_01144	5.16e-53	169.0	COG4381@1|root,COG4381@2|Bacteria,1N1MI@1224|Proteobacteria,2VUCW@28216|Betaproteobacteria,2KRVW@206351|Neisseriales	206351|Neisseriales	S	Phage protein GP46	-	-	-	-	-	-	-	-	-	-	-	-	GP46
	HCOCDN_01146	1122185.N792_03865	2.23e-77	241.0	2DM29@1|root,31EEG@2|Bacteria,1RK4F@1224|Proteobacteria	1224|Proteobacteria	S	Abortive infection C-terminus	-	-	-	-	-	-	-	-	-	-	-	-	Abi_C
	HCOCDN_01147	557598.LHK_01147	8.32e-106	310.0	COG4384@1|root,COG4384@2|Bacteria,1RAUF@1224|Proteobacteria,2VQFE@28216|Betaproteobacteria,2KR9P@206351|Neisseriales	206351|Neisseriales	S	Bacteriophage Mu Gp45 protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_Gp45
	HCOCDN_01148	1434929.X946_1043	8.35e-153	442.0	COG4379@1|root,COG4379@2|Bacteria,1N4TU@1224|Proteobacteria,2VJ49@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Tail protein	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01150	279714.FuraDRAFT_1712	1.98e-89	303.0	COG5283@1|root,COG5283@2|Bacteria,1R3QP@1224|Proteobacteria,2VNDN@28216|Betaproteobacteria,2KQKQ@206351|Neisseriales	206351|Neisseriales	S	Phage-related minor tail protein	-	-	-	-	-	-	-	-	-	-	-	-	PhageMin_Tail
	HCOCDN_01153	557598.LHK_01152	2.93e-226	636.0	COG4386@1|root,COG4386@2|Bacteria,1MXZD@1224|Proteobacteria,2VKVD@28216|Betaproteobacteria,2KPCF@206351|Neisseriales	206351|Neisseriales	S	Mu tail sheath	-	-	-	-	-	-	-	-	-	-	-	-	Phage_sheath_1,Phage_sheath_1C
	HCOCDN_01155	1197719.A464_495	1.16e-70	221.0	COG5003@1|root,COG5003@2|Bacteria,1RDI4@1224|Proteobacteria,1S4DX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF1834)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1834
	HCOCDN_01156	78398.KS43_17545	2.77e-46	154.0	COG4387@1|root,COG4387@2|Bacteria,1N1K0@1224|Proteobacteria,1S9W3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Mu-like prophage protein GP36	-	-	-	-	-	-	-	-	-	-	-	-	DUF1320
	HCOCDN_01158	1121406.JAEX01000002_gene856	2.15e-151	434.0	COG4397@1|root,COG4397@2|Bacteria,1MWX8@1224|Proteobacteria,42QUQ@68525|delta/epsilon subdivisions,2WN4N@28221|Deltaproteobacteria,2M90W@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	Mu-like prophage major head subunit gpT	-	-	-	-	-	-	-	-	-	-	-	-	Mu-like_gpT
	HCOCDN_01160	1192124.LIG30_1479	3.82e-127	377.0	COG4388@1|root,COG4388@2|Bacteria,1RA2J@1224|Proteobacteria,2VMHV@28216|Betaproteobacteria,1KBJV@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Mu-like prophage I protein	-	-	-	-	-	-	-	-	-	-	-	-	Mu-like_Pro
	HCOCDN_01162	371042.NG99_04625	3.16e-45	152.0	COG5005@1|root,COG5005@2|Bacteria,1QDM0@1224|Proteobacteria,1SJAY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Phage virion morphogenesis family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_S
	HCOCDN_01163	1197719.A464_488	1.15e-110	332.0	COG2369@1|root,COG2369@2|Bacteria,1R40R@1224|Proteobacteria,1RPEA@1236|Gammaproteobacteria,3ZNA6@590|Salmonella	1236|Gammaproteobacteria	S	Phage Mu protein F like protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
	HCOCDN_01164	269482.Bcep1808_1306	1.72e-255	715.0	COG4383@1|root,COG4383@2|Bacteria,1MWNS@1224|Proteobacteria,2VJIH@28216|Betaproteobacteria,1KC2A@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF935)	-	-	-	-	-	-	-	-	-	-	-	-	DUF935
	HCOCDN_01165	580332.Slit_0223	3.06e-293	811.0	COG5362@1|root,COG5362@2|Bacteria,1N1KT@1224|Proteobacteria,2VJWB@28216|Betaproteobacteria,44W7W@713636|Nitrosomonadales	28216|Betaproteobacteria	S	TIGRFAM Phage	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01166	1443113.LC20_01158	6.02e-53	171.0	2BZMR@1|root,2ZTY5@2|Bacteria,1RHEP@1224|Proteobacteria,1S6ME@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1804)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1804
	HCOCDN_01173	557598.LHK_01158	1.35e-54	175.0	COG5566@1|root,COG5566@2|Bacteria,1N84Q@1224|Proteobacteria,2VTYI@28216|Betaproteobacteria,2KS2P@206351|Neisseriales	206351|Neisseriales	S	Mor transcription activator family	-	-	-	-	-	-	-	-	-	-	-	-	Mor
	HCOCDN_01174	1117958.PE143B_0112255	2.77e-41	140.0	COG4382@1|root,COG4382@2|Bacteria,1N7CA@1224|Proteobacteria,1SECS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1018)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1018
	HCOCDN_01178	1434929.X946_319	6.04e-100	295.0	28NH3@1|root,2ZBJ1@2|Bacteria,1R5ME@1224|Proteobacteria,2VQSI@28216|Betaproteobacteria,1KBP8@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3164)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3164
	HCOCDN_01183	557598.LHK_01161	2.56e-129	372.0	COG2842@1|root,COG2842@2|Bacteria,1R5D4@1224|Proteobacteria,2VNYT@28216|Betaproteobacteria,2KQAC@206351|Neisseriales	206351|Neisseriales	S	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_22
	HCOCDN_01194	243365.CV_1839	1.24e-122	350.0	COG4341@1|root,COG4341@2|Bacteria,1N0MY@1224|Proteobacteria,2VRAB@28216|Betaproteobacteria,2KTNR@206351|Neisseriales	206351|Neisseriales	S	HD domain	-	-	1.13.11.78	ko:K21196	ko00440,map00440	-	R10722	RC03261	ko00000,ko00001,ko01000	-	-	-	HD
	HCOCDN_01203	243365.CV_1824	5.5e-284	779.0	COG3681@1|root,COG3681@2|Bacteria,1MW81@1224|Proteobacteria,2VPHZ@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Serine dehydratase alpha chain	-	-	-	-	-	-	-	-	-	-	-	-	SDH_alpha
	HCOCDN_01208	243365.CV_1817	3.31e-133	380.0	COG0546@1|root,COG0546@2|Bacteria,1RDA7@1224|Proteobacteria,2VIZ2@28216|Betaproteobacteria,2KQV4@206351|Neisseriales	206351|Neisseriales	S	HAD hydrolase, family IA, variant	-	-	3.1.3.18	ko:K01091	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
	HCOCDN_01223	243365.CV_1791	0.0	974.0	COG2719@1|root,COG2719@2|Bacteria,1MW6U@1224|Proteobacteria,2VHJ7@28216|Betaproteobacteria,2KPXF@206351|Neisseriales	206351|Neisseriales	S	SpoVR like protein	-	-	-	ko:K06415	-	-	-	-	ko00000	-	-	-	SpoVR
	HCOCDN_01224	243365.CV_1790	1.02e-295	808.0	COG2718@1|root,COG2718@2|Bacteria,1MWQM@1224|Proteobacteria,2VJE2@28216|Betaproteobacteria,2KQ26@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0229 family	-	-	-	ko:K09786	-	-	-	-	ko00000	-	-	-	DUF444
	HCOCDN_01226	243365.CV_1788	1.19e-50	161.0	2EMU8@1|root,33FGK@2|Bacteria,1NIQ0@1224|Proteobacteria,2VXM8@28216|Betaproteobacteria,2KS7Z@206351|Neisseriales	206351|Neisseriales	S	PilZ domain	-	-	-	-	-	-	-	-	-	-	-	-	PilZ
	HCOCDN_01228	243365.CV_1786	1.95e-102	299.0	COG3216@1|root,COG3216@2|Bacteria,1RGV6@1224|Proteobacteria,2VSHR@28216|Betaproteobacteria,2KRPC@206351|Neisseriales	206351|Neisseriales	S	Uncharacterized protein conserved in bacteria (DUF2062)	-	-	-	ko:K09928	-	-	-	-	ko00000	-	-	-	DUF2062
	HCOCDN_01246	243365.CV_1768	3.63e-96	280.0	COG1671@1|root,COG1671@2|Bacteria,1RCZA@1224|Proteobacteria,2VRAZ@28216|Betaproteobacteria,2KRE7@206351|Neisseriales	206351|Neisseriales	S	Uncharacterized BCR, YaiI/YqxD family COG1671	-	-	-	ko:K09768	-	-	-	-	ko00000	-	-	-	DUF188
	HCOCDN_01249	243365.CV_1765	2.77e-46	150.0	COG4538@1|root,COG4538@2|Bacteria,1N0B5@1224|Proteobacteria,2VW6H@28216|Betaproteobacteria,2KTMA@206351|Neisseriales	206351|Neisseriales	S	SnoaL-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_2
	HCOCDN_01253	243365.CV_1761	1.87e-63	199.0	COG0457@1|root,COG0457@2|Bacteria,1RHIP@1224|Proteobacteria	1224|Proteobacteria	S	Tetratrico peptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16,TPR_2,TPR_5,TPR_6
	HCOCDN_01264	243365.CV_1739	2.76e-187	522.0	2C1VH@1|root,2Z7Z3@2|Bacteria,1MY5B@1224|Proteobacteria,2VJW2@28216|Betaproteobacteria,2KSFW@206351|Neisseriales	206351|Neisseriales	S	3-deoxy-D-manno-oct-2-ulosonic acid (Kdo) hydroxylase	-	-	-	-	-	-	-	-	-	-	-	-	Kdo_hydroxy
	HCOCDN_01266	243365.CV_1733	2.04e-286	790.0	COG0397@1|root,COG0397@2|Bacteria,1MVK3@1224|Proteobacteria,2VH7S@28216|Betaproteobacteria,2KPC5@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0061 (SELO) family	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
	HCOCDN_01271	243365.CV_1727	5.69e-123	357.0	COG0561@1|root,COG0561@2|Bacteria,1N5UK@1224|Proteobacteria	1224|Proteobacteria	S	hydrolases of the HAD superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
	HCOCDN_01280	243365.CV_1720	1.36e-183	514.0	COG2326@1|root,COG2326@2|Bacteria,1MVE2@1224|Proteobacteria,2VGZV@28216|Betaproteobacteria,2KPS3@206351|Neisseriales	206351|Neisseriales	S	polyphosphate kinase 2	ppk2	-	2.7.4.1	ko:K22468	ko00190,ko03018,map00190,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	PPK2
	HCOCDN_01281	243365.CV_1719	3.49e-59	189.0	COG3915@1|root,COG3915@2|Bacteria,1RHJS@1224|Proteobacteria,2VRRX@28216|Betaproteobacteria	28216|Betaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	Oxidored_molyb
	HCOCDN_01284	243365.CV_1715	4.07e-89	267.0	COG1279@1|root,COG1279@2|Bacteria,1QXRU@1224|Proteobacteria,2WH6P@28216|Betaproteobacteria	28216|Betaproteobacteria	S	LysE type translocator	-	-	-	-	-	-	-	-	-	-	-	-	LysE
	HCOCDN_01303	243365.CV_1696	2.78e-120	347.0	COG1994@1|root,COG1994@2|Bacteria,1NSFF@1224|Proteobacteria,2VHAM@28216|Betaproteobacteria,2KQW6@206351|Neisseriales	206351|Neisseriales	S	Peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
	HCOCDN_01304	243365.CV_1695	3.11e-108	316.0	COG1994@1|root,COG1994@2|Bacteria,1NSFF@1224|Proteobacteria,2VHAM@28216|Betaproteobacteria,2KQW6@206351|Neisseriales	206351|Neisseriales	S	Peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
	HCOCDN_01307	243365.CV_1693	2.55e-188	525.0	COG0613@1|root,COG0613@2|Bacteria,1MWIH@1224|Proteobacteria,2VHB2@28216|Betaproteobacteria,2KQ58@206351|Neisseriales	206351|Neisseriales	S	PHP domain protein	-	GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0030145,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0097657	3.1.3.97	ko:K07053	-	-	R00188,R11188	RC00078	ko00000,ko01000	-	-	-	PHP
	HCOCDN_01308	748280.NH8B_3307	4.45e-15	69.3	2AFEU@1|root,315EU@2|Bacteria,1PVHC@1224|Proteobacteria,2WBB5@28216|Betaproteobacteria,2KS8Q@206351|Neisseriales	206351|Neisseriales	S	Oxidoreductase-like protein, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Oxidored-like
	HCOCDN_01309	243365.CV_1691	3.47e-40	133.0	COG2501@1|root,COG2501@2|Bacteria,1N7NW@1224|Proteobacteria,2VVQY@28216|Betaproteobacteria,2KRSV@206351|Neisseriales	206351|Neisseriales	S	S4 RNA-binding domain family protein	-	-	-	ko:K14761	-	-	-	-	ko00000,ko03009	-	-	-	S4_2
	HCOCDN_01327	243365.CV_3251	7.16e-147	414.0	COG2964@1|root,COG2964@2|Bacteria,1PJ3T@1224|Proteobacteria,2WA7V@28216|Betaproteobacteria,2KTFV@206351|Neisseriales	206351|Neisseriales	S	YheO-like PAS domain	-	-	-	ko:K21829	-	-	-	-	ko00000,ko03000	-	-	-	HTH_22,PAS_6
	HCOCDN_01328	243365.CV_3255	0.0	1298.0	COG1512@1|root,COG1512@2|Bacteria,1QUWH@1224|Proteobacteria,2VN5Z@28216|Betaproteobacteria	28216|Betaproteobacteria	S	to the C-terminal region of Vibrio parahaemolyticus microbial collagenase precursor PrtVp SWALL COLA_VIBPA (SWALL Q56696) (587 aa) fasta scores E()	-	-	3.4.24.3	ko:K01387	-	-	-	-	ko00000,ko01000,ko01002,ko02042	-	-	-	PPC,Peptidase_M9,Peptidase_M9_N
	HCOCDN_01339	243365.CV_3273	0.0	2016.0	COG1633@1|root,COG1633@2|Bacteria,1PMC0@1224|Proteobacteria,2W1FN@28216|Betaproteobacteria,2KTQS@206351|Neisseriales	206351|Neisseriales	S	Ferritin-like	-	-	-	ko:K20087	ko00404,ko01130,ko02024,map00404,map01130,map02024	M00808	R11131	RC03364	ko00000,ko00001,ko00002	-	-	-	Ferritin-like
	HCOCDN_01341	243365.CV_3275	0.0	912.0	COG3568@1|root,COG3568@2|Bacteria,1RAFG@1224|Proteobacteria	1224|Proteobacteria	S	Endonuclease/Exonuclease/phosphatase family	-	-	-	-	-	-	-	-	-	-	-	-	Exo_endo_phos
	HCOCDN_01342	243365.CV_3276	7.85e-126	359.0	COG2353@1|root,COG2353@2|Bacteria,1R9XD@1224|Proteobacteria,2VQTQ@28216|Betaproteobacteria,2KQXG@206351|Neisseriales	206351|Neisseriales	S	YceI-like domain	-	-	-	-	-	-	-	-	-	-	-	-	YceI
	HCOCDN_01343	243365.CV_3277	2.87e-106	309.0	COG2353@1|root,COG2353@2|Bacteria,1RJFZ@1224|Proteobacteria,2VQHC@28216|Betaproteobacteria,2KRNS@206351|Neisseriales	206351|Neisseriales	S	YceI-like domain	-	-	-	-	-	-	-	-	-	-	-	-	YceI
	HCOCDN_01347	243365.CV_3280	6.79e-58	182.0	COG3162@1|root,COG3162@2|Bacteria,1MZF3@1224|Proteobacteria,2VTZZ@28216|Betaproteobacteria,2KRMN@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function, DUF485	-	-	-	-	-	-	-	-	-	-	-	-	DUF485
	HCOCDN_01348	243365.CV_3281	0.0	990.0	COG4147@1|root,COG4147@2|Bacteria,1MVJ8@1224|Proteobacteria,2VHP4@28216|Betaproteobacteria,2KPHM@206351|Neisseriales	206351|Neisseriales	S	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	actP	-	-	ko:K14393	-	-	-	-	ko00000,ko02000	2.A.21.7	-	-	SSF
	HCOCDN_01352	243365.CV_3286	6.57e-74	227.0	COG2329@1|root,COG2329@2|Bacteria,1N1M9@1224|Proteobacteria,2VWB4@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Domain of unknown function (DUF4865)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4865
	HCOCDN_01353	243365.CV_3287	1.3e-78	235.0	COG1942@1|root,COG1942@2|Bacteria,1QE38@1224|Proteobacteria,2WACD@28216|Betaproteobacteria,2KTIT@206351|Neisseriales	206351|Neisseriales	S	Tautomerase enzyme	-	-	-	-	-	-	-	-	-	-	-	-	Tautomerase_2
	HCOCDN_01354	243365.CV_3288	8.57e-56	175.0	COG0599@1|root,COG0599@2|Bacteria,1NN7W@1224|Proteobacteria,2VWHN@28216|Betaproteobacteria,2KTZ5@206351|Neisseriales	206351|Neisseriales	S	Carboxymuconolactone decarboxylase family	-	-	4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	-	R03470	RC00938	ko00000,ko00001,ko01000	-	-	-	CMD
	HCOCDN_01359	1304883.KI912532_gene292	6.32e-103	300.0	COG0655@1|root,COG0655@2|Bacteria,1MW7N@1224|Proteobacteria,2VK49@28216|Betaproteobacteria,2KUFU@206389|Rhodocyclales	206389|Rhodocyclales	S	Flavodoxin domain	-	-	1.6.5.2	ko:K03809	ko00130,ko01110,map00130,map01110	-	R02964,R03643,R03816	RC00819	ko00000,ko00001,ko01000	-	-	-	FMN_red
	HCOCDN_01369	243365.CV_3305	4.87e-130	373.0	COG3471@1|root,COG3471@2|Bacteria,1MZA2@1224|Proteobacteria,2VQW2@28216|Betaproteobacteria,2KTZU@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF541)	-	-	-	-	-	-	-	-	-	-	-	-	SIMPL
	HCOCDN_01371	243365.CV_3307	9.23e-128	367.0	COG4291@1|root,COG4291@2|Bacteria,1RGUF@1224|Proteobacteria,2VQ2N@28216|Betaproteobacteria,2KRQ7@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF1345)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1345
	HCOCDN_01372	243365.CV_3308	2,00E-137	395.0	COG4340@1|root,COG4340@2|Bacteria,1R9YQ@1224|Proteobacteria,2W960@28216|Betaproteobacteria,2KTJS@206351|Neisseriales	206351|Neisseriales	S	2OG-Fe dioxygenase	-	-	-	-	-	-	-	-	-	-	-	-	2OG-Fe_Oxy_2
	HCOCDN_01373	587753.EY04_11305	5.01e-39	134.0	COG4319@1|root,COG4319@2|Bacteria,1RDC2@1224|Proteobacteria,1S4XX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	SnoaL-like domain	yybH	-	-	-	-	-	-	-	-	-	-	-	DUF4440,SnoaL_3
	HCOCDN_01375	243365.CV_3311	2.47e-31	110.0	COG2841@1|root,COG2841@2|Bacteria,1N760@1224|Proteobacteria,2VVX0@28216|Betaproteobacteria,2KRXB@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF465)	-	-	-	ko:K09794	-	-	-	-	ko00000	-	-	-	DUF465
	HCOCDN_01383	243365.CV_3317	0.0	920.0	COG4533@1|root,COG4533@2|Bacteria,1P7TJ@1224|Proteobacteria,2W57F@28216|Betaproteobacteria	2|Bacteria	S	ORF located using Glimmer GeneMark Blastx COG0747	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_5,SgrR_N
	HCOCDN_01384	391735.Veis_2606	1.63e-63	206.0	COG1073@1|root,COG1073@2|Bacteria,1R7H5@1224|Proteobacteria,2VS9U@28216|Betaproteobacteria,4AH2C@80864|Comamonadaceae	28216|Betaproteobacteria	S	alpha beta	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01389	243365.CV_3328	2.39e-109	316.0	COG1778@1|root,COG1778@2|Bacteria,1RH85@1224|Proteobacteria,2VRQX@28216|Betaproteobacteria,2KR4K@206351|Neisseriales	206351|Neisseriales	S	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	kdsC	-	3.1.3.45	ko:K03270	ko00540,ko01100,map00540,map01100	M00063	R03350	RC00017	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Hydrolase,Hydrolase_3
	HCOCDN_01390	243365.CV_3329	4.26e-108	314.0	COG3117@1|root,COG3117@2|Bacteria,1MYEE@1224|Proteobacteria,2W8W2@28216|Betaproteobacteria,2KRG8@206351|Neisseriales	206351|Neisseriales	S	Lipopolysaccharide-assembly, LptC-related	-	-	-	ko:K11719	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	LptC
	HCOCDN_01391	243365.CV_3330	8.72e-87	259.0	COG1934@1|root,COG1934@2|Bacteria,1N776@1224|Proteobacteria,2VSI4@28216|Betaproteobacteria,2KR3J@206351|Neisseriales	206351|Neisseriales	S	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane	lptA	-	-	ko:K09774	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	OstA
	HCOCDN_01392	243365.CV_3331	1.03e-157	444.0	COG1137@1|root,COG1137@2|Bacteria,1MU8M@1224|Proteobacteria,2VH29@28216|Betaproteobacteria,2KPFV@206351|Neisseriales	206351|Neisseriales	S	Psort location Cytoplasmic, score 9.12	lptB	-	-	ko:K06861	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1	-	-	ABC_tran,BCA_ABC_TP_C
	HCOCDN_01397	243365.CV_3336	1.62e-173	487.0	COG1660@1|root,COG1660@2|Bacteria,1MVX6@1224|Proteobacteria,2VIH5@28216|Betaproteobacteria,2KQDY@206351|Neisseriales	206351|Neisseriales	S	Displays ATPase and GTPase activities	yhbJ	-	-	ko:K06958	-	-	-	-	ko00000,ko03019	-	-	-	ATP_bind_2
	HCOCDN_01403	243365.CV_3342	1.06e-134	382.0	COG1272@1|root,COG1272@2|Bacteria,1PGRH@1224|Proteobacteria,2VJR4@28216|Betaproteobacteria,2KQWU@206351|Neisseriales	206351|Neisseriales	S	Channel protein, hemolysin III family	-	-	-	ko:K11068	-	-	-	-	ko00000,ko02042	-	-	-	HlyIII
	HCOCDN_01406	243365.CV_3345	4.33e-36	122.0	COG2835@1|root,COG2835@2|Bacteria,1N6Y2@1224|Proteobacteria,2VW58@28216|Betaproteobacteria,2KRZ9@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0434 family	-	-	-	ko:K09791	-	-	-	-	ko00000	-	-	-	Trm112p
	HCOCDN_01418	748280.NH8B_3356	1.39e-64	201.0	COG2839@1|root,COG2839@2|Bacteria,1MZEV@1224|Proteobacteria,2VSG8@28216|Betaproteobacteria,2KRBH@206351|Neisseriales	206351|Neisseriales	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K09793	-	-	-	-	ko00000	-	-	-	DUF456
	HCOCDN_01419	243365.CV_3360	0.0	1054.0	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2VHES@28216|Betaproteobacteria,2KQID@206351|Neisseriales	206351|Neisseriales	S	ATP-binding cassette protein, ChvD family	yjjK	-	3.6.3.25	ko:K06020	-	-	-	-	ko00000,ko01000	-	-	-	ABC_tran,ABC_tran_Xtn
	HCOCDN_01422	243365.CV_3363	2.48e-183	521.0	28HWK@1|root,2Z82H@2|Bacteria,1MVDT@1224|Proteobacteria,2VM8W@28216|Betaproteobacteria,2KPSM@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF1615)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1615
	HCOCDN_01423	243365.CV_3364	3.5e-208	581.0	COG2899@1|root,COG2899@2|Bacteria,1NURT@1224|Proteobacteria,2VN2F@28216|Betaproteobacteria,2KSXU@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF475)	-	-	-	ko:K09799	-	-	-	-	ko00000	-	-	-	DUF475
	HCOCDN_01435	243365.CV_3374	5.77e-85	255.0	COG5490@1|root,COG5490@2|Bacteria,1R4SV@1224|Proteobacteria,2VQP2@28216|Betaproteobacteria,2KR2E@206351|Neisseriales	206351|Neisseriales	S	Phasin protein	-	-	-	-	-	-	-	-	-	-	-	-	Phasin_2
	HCOCDN_01448	243365.CV_3388	7.46e-89	264.0	COG3981@1|root,COG3981@2|Bacteria	2|Bacteria	S	Acetyltransferase (GNAT) domain	yqaB	-	4.1.2.40	ko:K01635	ko00052,ko01100,ko02024,map00052,map01100,map02024	-	R01069	RC00438,RC00439	ko00000,ko00001,ko01000	-	-	-	Acetyltransf_1,Acetyltransf_3
	HCOCDN_01450	243365.CV_3390	7.31e-110	319.0	COG3271@1|root,COG3271@2|Bacteria,1PXU8@1224|Proteobacteria,2W1RZ@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Peptidase_C39 like family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C70
	HCOCDN_01455	243365.CV_3408	2.55e-42	139.0	2EPNT@1|root,33H9E@2|Bacteria,1NI6Z@1224|Proteobacteria,2WB54@28216|Betaproteobacteria,2KTH2@206351|Neisseriales	206351|Neisseriales	S	Domain of unknown function (DUF4936)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4936
	HCOCDN_01466	243365.CV_3419	5.84e-105	305.0	COG1399@1|root,COG1399@2|Bacteria,1PGKW@1224|Proteobacteria,2VUIG@28216|Betaproteobacteria,2KRA3@206351|Neisseriales	206351|Neisseriales	S	Psort location Cytoplasmic, score 8.96	-	-	-	ko:K07040	-	-	-	-	ko00000	-	-	-	DUF177
